"_id";correspond;second
5cdf01fe45d3d811cf7722ec;C;bermutu
5cdf01fe45d3d811cf7722ed;C;intern
5cdf01fe45d3d811cf7722ee;C;internal
5cdf01fe45d3d811cf7722ef;C;berkualitas
5cdf01fe45d3d811cf7722f0;C;paham
5cdf01fe45d3d811cf7722f1;C;berarti maksud
5cdf01fe45d3d811cf7722f2;C;serius
5cdf01fe45d3d811cf7722f3;C;lanjut
5cdf01fe45d3d811cf7722f4;C;berbobot
5cdf01fe45d3d811cf7722f5;C;terperinci
5cdf01fe45d3d811cf7722f6;C;intensif
5cdf01fe45d3d811cf7722f7;C;dekat
5cdf01fe45d3d811cf7722f8;C;benar-benar
5cdf01fe45d3d811cf7722f9;C;valid
5cdf01fe45d3d811cf7722fa;C;ketemu akal
5cdf01fe45d3d811cf7722fb;C;masuk akal
5cdf01fe45d3d811cf7722fc;C;licin
5cdf01fe45d3d811cf7722fd;C;lumat
5cdf01fe45d3d811cf7722fe;C;cerdik
5cdf01fe45d3d811cf7722ff;C;terjalin
5cdf01fe45d3d811cf772300;C;apik
5cdf01fe45d3d811cf772301;C;berpola
5cdf01fe45d3d811cf772302;C;teragendakan
5cdf01fe45d3d811cf772303;C;bersusun
5cdf01fe45d3d811cf772304;C;terjadwal
5cdf01fe45d3d811cf772305;C;terancang
5cdf01fe45d3d811cf772306;C;beraturan
5cdf01fe45d3d811cf772307;C;kilat
5cdf01fe45d3d811cf772308;C;bonafide
5cdf01fe45d3d811cf772309;C;amblas
5cdf01fe45d3d811cf77230a;C;binasa
5cdf01fe45d3d811cf77230b;C;jati
5cdf01fe45d3d811cf77230c;C;baik-baik
5cdf01fe45d3d811cf77230d;C;sejati
5cdf01fe45d3d811cf77230e;C;orisinal
5cdf01fe45d3d811cf77230f;C;pribumi
5cdf01fe45d3d811cf772310;C;sepi
5cdf01fe45d3d811cf772311;C;persis
5cdf01fe45d3d811cf772312;C;piawai
5cdf01fe45d3d811cf772313;C;cocok
5cdf01fe45d3d811cf772314;C;adil
5cdf01fe45d3d811cf772315;C;betulan
5cdf01fe45d3d811cf772316;C;tulus ikhlas
5cdf01fe45d3d811cf772317;C;mandul
5cdf01fe45d3d811cf772318;C;subur
5cdf01fe45d3d811cf772319;C;antiseptik
5cdf01fe45d3d811cf77231a;C;impoten
5cdf01fe45d3d811cf77231b;C;hanyut
5cdf01fe45d3d811cf77231c;C;garis
5cdf01fe45d3d811cf77231d;C;berakal
5cdf01fe45d3d811cf77231e;C;retak
5cdf01fe45d3d811cf77231f;C;benderang
5cdf01fe45d3d811cf772320;C;bubar
5cdf01fe45d3d811cf772321;C;kosong
5cdf01fe45d3d811cf772322;C;rugi
5cdf01fe45d3d811cf772323;C;usai
5cdf01fe45d3d811cf772324;C;tandus
5cdf01fe45d3d811cf772325;C;berhenti
5cdf01fe45d3d811cf772326;C;tumpas
5cdf01fe45d3d811cf772327;C;jatuh
5cdf01fe45d3d811cf772328;C;final
5cdf01fe45d3d811cf772329;C;suntuk
5cdf01fe45d3d811cf77232a;C;lewat
5cdf01fe45d3d811cf77232b;C;lenyap
5cdf01fe45d3d811cf77232c;C;terus terang
5cdf01fe45d3d811cf77232d;C;lempeng hati
5cdf01fe45d3d811cf77232e;C;bulat hati
5cdf01fe45d3d811cf77232f;C;validitas
5cdf01fe45d3d811cf772330;C;blak-blakan
5cdf01fe45d3d811cf772331;C;sidang
5cdf01fe45d3d811cf772332;C;dewan
5cdf01fe45d3d811cf772333;C;indah
5cdf01fe45d3d811cf772334;C;cantik
5cdf01fe45d3d811cf772335;C;artistik
5cdf01fe45d3d811cf772336;C;forum
5cdf01fe45d3d811cf772337;C;rapat
5cdf01fe45d3d811cf772338;C;bersedia
5cdf01fe45d3d811cf772339;C;berkilauan
5cdf01fe45d3d811cf77233a;C;gilang-gemilang
5cdf01fe45d3d811cf77233b;C;berkilat
5cdf01fe45d3d811cf77233c;C;gemerlap
5cdf01fe45d3d811cf77233d;C;pintar
5cdf01fe45d3d811cf77233e;C;seminar
5cdf01fe45d3d811cf77233f;C;pandai
5cdf01fe45d3d811cf772340;C;genius
5cdf01fe45d3d811cf772341;C;berbinar-binar
5cdf01fe45d3d811cf772342;C;pisah
5cdf01fe45d3d811cf772343;C;cerai
5cdf01fe45d3d811cf772344;C;bercerai
5cdf01fe45d3d811cf772345;C;buntung
5cdf01fe45d3d811cf772346;C;hemat
5cdf01fe45d3d811cf772347;C;telaten
5cdf01fe45d3d811cf772348;C;korek
5cdf01fe45d3d811cf772349;C;awas
5cdf01fe45d3d811cf77234a;C;siasat
5cdf01fe45d3d811cf77234b;C;ekonomis
5cdf01fe45d3d811cf77234c;C;teliti
5cdf01fe45d3d811cf77234d;C;hati-hati
5cdf01fe45d3d811cf77234e;C;ketat
5cdf01fe45d3d811cf77234f;C;eksak
5cdf01fe45d3d811cf772350;C;akurat
5cdf01fe45d3d811cf772351;C;pemandian
5cdf01fe45d3d811cf772352;C;toilet
5cdf01fe45d3d811cf772353;C;siaga
5cdf01fe45d3d811cf772354;C;menggelap
5cdf01fe45d3d811cf772355;C;lulus
5cdf01fe45d3d811cf772356;C;musnah
5cdf01fe45d3d811cf772357;C;terbang
5cdf01fe45d3d811cf772358;C;menguap
5cdf01fe45d3d811cf772359;C;lucut
5cdf01fe45d3d811cf77235a;C;lelap
5cdf01fe45d3d811cf77235b;C;gampang
5cdf01fe45d3d811cf77235c;C;bengkok
5cdf01fe45d3d811cf77235d;C;licik
5cdf01fe45d3d811cf77235e;C;culas
5cdf01fe45d3d811cf77235f;C;curang
5cdf01fe45d3d811cf772360;C;deras
5cdf01fe45d3d811cf772361;C;lancar
5cdf01fe45d3d811cf772362;C;tajam pikiran
5cdf01fe45d3d811cf772363;C;pandai bicara
5cdf01fe45d3d811cf772364;C;pantas mulut
5cdf01fe45d3d811cf772365;C;berpikiran
5cdf01fe45d3d811cf772366;C;berpengetahuan
5cdf01fe45d3d811cf772367;C;terpelajar
5cdf01fe45d3d811cf772368;C;tajam mata
5cdf01fe45d3d811cf772369;C;selidik
5cdf01fe45d3d811cf77236a;C;ingat-ingat
5cdf01fe45d3d811cf77236b;C;perdata
5cdf01fe45d3d811cf77236c;C;tahu etiket
5cdf01fe45d3d811cf77236d;C;berpaham
5cdf01fe45d3d811cf77236e;C;cendekiawan
5cdf01fe45d3d811cf77236f;C;bernalar
5cdf01fe45d3d811cf772370;C;intelektual
5cdf01fe45d3d811cf772371;C;berdaya
5cdf01fe45d3d811cf772372;C;berbenak
5cdf01fe45d3d811cf772373;C;ampuh
5cdf01fe45d3d811cf772374;C;digdaya
5cdf01fe45d3d811cf772375;C;otak encer
5cdf01fe45d3d811cf772376;C;banyak akal
5cdf01fe45d3d811cf772377;C;mengerti
5cdf01fe45d3d811cf772378;C;beropini
5cdf01fe45d3d811cf772379;C;berpendapat
5cdf01fe45d3d811cf77237a;C;berpandangan
5cdf01fe45d3d811cf77237b;C;berpendirian
5cdf01fe45d3d811cf77237c;C;berideologi
5cdf01fe45d3d811cf77237d;C;beranggapan
5cdf01fe45d3d811cf77237e;C;berprinsip
5cdf01fe45d3d811cf77237f;C;berasumsi
5cdf01fe45d3d811cf772380;C;cungkil
5cdf01fe45d3d811cf772381;C;gorek
5cdf01fe45d3d811cf772382;C;geretan
5cdf01fe45d3d811cf772383;C;gerek
5cdf01fe45d3d811cf772384;C;jitu
5cdf01fe45d3d811cf772385;C;taktik
5cdf01fe45d3d811cf772386;C;kecaman
5cdf01fe45d3d811cf772387;C;teguran
5cdf01fe45d3d811cf772388;C;hukuman
5cdf01fe45d3d811cf772389;C;diplomasi
5cdf01fe45d3d811cf77238a;C;periksa
5cdf01fe45d3d811cf77238b;C;kritik
5cdf01fe45d3d811cf77238c;C;tipu muslihat
5cdf01fe45d3d811cf77238d;C;metode
5cdf01fe45d3d811cf77238e;C;efisien
5cdf01fe45d3d811cf77238f;C;berwaspada
5cdf01fe45d3d811cf772390;C;berjaga-jaga
5cdf01fe45d3d811cf772391;C;selektif
5cdf01fe45d3d811cf772392;C;lekat
5cdf01fe45d3d811cf772393;C;kalkulasi
5cdf01fe45d3d811cf772394;C;daftar
5cdf01fe45d3d811cf772395;C;carik
5cdf01fe45d3d811cf772396;C;sobekan
5cdf01fe45d3d811cf772397;C;pernik
5cdf01fe45d3d811cf772398;C;cabik
5cdf01fe45d3d811cf772399;C;rusak
5cdf01fe45d3d811cf77239a;C;deskripsi
5cdf01fe45d3d811cf77239b;C;kupasan
5cdf01fe45d3d811cf77239c;C;jabaran
5cdf01fe45d3d811cf77239d;C;pembicaraan
5cdf01fe45d3d811cf77239e;C;elaborasi
5cdf01fe45d3d811cf77239f;C;bahasan
5cdf01fe45d3d811cf7723a0;C;gambaran
5cdf01fe45d3d811cf7723a1;C;definisi
5cdf01fe45d3d811cf7723a2;C;tafsir
5cdf01fe45d3d811cf7723a3;C;paparan
5cdf01fe45d3d811cf7723a4;C;klarifikasi
5cdf01fe45d3d811cf7723a5;C;laporan
5cdf01fe45d3d811cf7723a6;C;berhasil
5cdf01fe45d3d811cf7723a7;C;bertepat guna
5cdf01fe45d3d811cf7723a8;C;konklusif
5cdf01fe45d3d811cf7723a9;C;sehat
5cdf01fe45d3d811cf7723aa;C;membangun
5cdf01fe45d3d811cf7723ab;C;berfaedah
5cdf01fe45d3d811cf7723ac;C;bermanfaat
5cdf01fe45d3d811cf7723ad;C;berkekuatan
5cdf01fe45d3d811cf7723ae;C;berguna
5cdf01fe45d3d811cf7723af;C;sukses
5cdf01fe45d3d811cf7723b0;C;berjaya
5cdf01fe45d3d811cf7723b1;C;tercapai
5cdf01fe45d3d811cf7723b2;C;berbuah
5cdf01fe45d3d811cf7723b3;C;bertelur
5cdf01fe45d3d811cf7723b4;C;bilas
5cdf01fe45d3d811cf7723b5;C;banjir
5cdf01fe45d3d811cf7723b6;C;bahari
5cdf01fe45d3d811cf7723b7;C;asian
5cdf01fe45d3d811cf7723b8;C;menguntungkan
5cdf01fe45d3d811cf7723b9;C;sepatutnya
5cdf01fe45d3d811cf7723ba;C;tampan
5cdf01fe45d3d811cf7723bb;C;kebaikan
5cdf01fe45d3d811cf7723bc;C;sembuh
5cdf01fe45d3d811cf7723bd;C;produktif
5cdf01fe45d3d811cf7723be;C;oke
5cdf01fe45d3d811cf7723bf;C;setuju
5cdf01fe45d3d811cf7723c0;C;konstruktif
5cdf01fe45d3d811cf7723c1;C;waras
5cdf01fe45d3d811cf7723c2;C;selamat
5cdf01fe45d3d811cf7723c3;C;realistis
5cdf01fe45d3d811cf7723c4;C;kesaksian
5cdf01fe45d3d811cf7723c5;C;alibi
5cdf01fe45d3d811cf7723c6;C;bukti
5cdf01fe45d3d811cf7723c7;C;petunjuk
5cdf01fe45d3d811cf7723c8;C;autentisitas
5cdf01fe45d3d811cf7723c9;C;aktualitas
5cdf01fe45d3d811cf7723ca;C;realitas
5cdf01fe45d3d811cf7723cb;C;kebetulan
5cdf01fe45d3d811cf7723cc;C;ijazah
5cdf01fe45d3d811cf7723cd;C;kesahihan
5cdf01fe45d3d811cf7723ce;C;izin
5cdf01fe45d3d811cf7723cf;C;persetujuan
5cdf01fe45d3d811cf7723d0;C;isyarat
5cdf01fe45d3d811cf7723d1;C;sinyal
5cdf01fe45d3d811cf7723d2;C;fenomena
5cdf01fe45d3d811cf7723d3;C;pertanda
5cdf01fe45d3d811cf7723d4;C;simtom
5cdf01fe45d3d811cf7723d5;C;kenyataan
5cdf01fe45d3d811cf7723d6;C;gelagat
5cdf01fe45d3d811cf7723d7;C;tanda-tanda
5cdf01fe45d3d811cf7723d8;C;indikasi
5cdf01fe45d3d811cf7723d9;C;bumbu
5cdf01fe45d3d811cf7723da;C;pelajaran
5cdf01fe45d3d811cf7723db;C;keterangan
5cdf01fe45d3d811cf7723dc;C;materi
5cdf01fe45d3d811cf7723dd;C;objek
5cdf01fe45d3d811cf7723de;C;barang
5cdf01fe45d3d811cf7723df;C;informasi
5cdf01fe45d3d811cf7723e0;C;masukan
5cdf01fe45d3d811cf7723e1;C;target
5cdf01fe45d3d811cf7723e2;C;sasaran
5cdf01fe45d3d811cf7723e3;C;argumen
5cdf01fe45d3d811cf7723e4;C;liputan
5cdf01fe45d3d811cf7723e5;C;penerangan
5cdf01fe45d3d811cf7723e6;C;kabar
5cdf01fe45d3d811cf7723e7;C;pemberitahuan
5cdf01fe45d3d811cf7723e8;C;penjelasan
5cdf01fe45d3d811cf7723e9;C;warta
5cdf01fe45d3d811cf7723ea;C;edaran
5cdf01fe45d3d811cf7723eb;C;hipotesis
5cdf01fe45d3d811cf7723ec;C;kaidah
5cdf01fe45d3d811cf7723ed;C;aksioma
5cdf01fe45d3d811cf7723ee;C;penunjukan
5cdf01fe45d3d811cf7723ef;C;doktrin
5cdf01fe45d3d811cf7723f0;C;rumusan
5cdf01fe45d3d811cf7723f1;C;arahan
5cdf01fe45d3d811cf7723f2;C;fatwa
5cdf01fe45d3d811cf7723f3;C;penanda
5cdf01fe45d3d811cf7723f4;C;pertunjuk
5cdf01fe45d3d811cf7723f5;C;kompas
5cdf01fe45d3d811cf7723f6;C;petanda
5cdf01fe45d3d811cf7723f7;C;sasana
5cdf01fe45d3d811cf7723f8;C;instruksi
5cdf01fe45d3d811cf7723f9;C;bimbingan
5cdf01fe45d3d811cf7723fa;C;atribut
5cdf01fe45d3d811cf7723fb;C;pemimpin
5cdf01fe45d3d811cf7723fc;C;aba-aba
5cdf01fe45d3d811cf7723fd;C;biodata
5cdf01fe45d3d811cf7723fe;C;deklarasi
5cdf01fe45d3d811cf7723ff;C;memori
5cdf01fe45d3d811cf772400;C;realisasi
5cdf01fe45d3d811cf772401;C;terbukti
5cdf01fe45d3d811cf772402;C;kejadian
5cdf01fe45d3d811cf772403;C;wujud
5cdf01fe45d3d811cf772404;C;kehakikian
5cdf01fe45d3d811cf772405;C;statistik
5cdf01fe45d3d811cf772406;C;evidensi
5cdf01fe45d3d811cf772407;C;pertimbangan
5cdf01fe45d3d811cf772408;C;argumentasi
5cdf01fe45d3d811cf772409;C;latar belakang
5cdf01fe45d3d811cf77240a;C;pasal
5cdf01fe45d3d811cf77240b;C;faktor
5cdf01fe45d3d811cf77240c;C;kilah
5cdf01fe45d3d811cf77240d;C;akuisisi
5cdf01fe45d3d811cf77240e;C;kesempurnaan
5cdf01fe45d3d811cf77240f;C;pengenal
5cdf01fe45d3d811cf772410;C;aspek
5cdf01fe45d3d811cf772411;C;sein
5cdf01fe45d3d811cf772412;C;semboyan
5cdf01fe45d3d811cf772413;C;ikon
5cdf01fe45d3d811cf772414;C;kejuruan
5cdf01fe45d3d811cf772415;C;dunia
5cdf01fe45d3d811cf772416;C;disiplin
5cdf01fe45d3d811cf772417;C;jurusan
5cdf01fe45d3d811cf772418;C;keterampilan
5cdf01fe45d3d811cf772419;C;bidang
5cdf01fe45d3d811cf77241a;C;kemahiran
5cdf01fe45d3d811cf77241b;C;petak
5cdf01fe45d3d811cf77241c;C;lebar
5cdf01fe45d3d811cf77241d;C;bagian
5cdf01fe45d3d811cf77241e;C;piring
5cdf01fe45d3d811cf77241f;C;lapangan
5cdf01fe45d3d811cf772420;C;lingkungan
5cdf01fe45d3d811cf772421;C;segi
5cdf01fe45d3d811cf772422;C;sains
5cdf01fe45d3d811cf772423;C;kepandaian
5cdf01fe45d3d811cf772424;C;globe
5cdf01fe45d3d811cf772425;C;kalangan
5cdf01fe45d3d811cf772426;C;benua
5cdf01fe45d3d811cf772427;C;kosmos
5cdf01fe45d3d811cf772428;C;kolong langit
5cdf01fe45d3d811cf772429;C;jagat
5cdf01fe45d3d811cf77242a;C;semesta
5cdf01fe45d3d811cf77242b;C;kepatuhan
5cdf01fe45d3d811cf77242c;C;ketaatan
5cdf01fe45d3d811cf77242d;C;kekhususan
5cdf01fe45d3d811cf77242e;C;ketertiban
5cdf01fe45d3d811cf77242f;C;spesialisasi
5cdf01fe45d3d811cf772430;C;tata tertib
5cdf01fe45d3d811cf772431;C;akurasi
5cdf01fe45d3d811cf772432;C;kecermatan
5cdf01fe45d3d811cf772433;C;kehati-hatian
5cdf01fe45d3d811cf772434;C;ketelitian
5cdf01fe45d3d811cf772435;C;kewaspadaan
5cdf01fe45d3d811cf772436;C;kedayagunaan
5cdf01fe45d3d811cf772437;C;kemampuan
5cdf01fe45d3d811cf772438;C;ketepatgunaan
5cdf01fe45d3d811cf772439;C;monopoli
5cdf01fe45d3d811cf77243a;C;jangkauan
5cdf01fe45d3d811cf77243b;C;pemilikan
5cdf01fe45d3d811cf77243c;C;kecakapan
5cdf01fe45d3d811cf77243d;C;kecerdasan
5cdf01fe45d3d811cf77243e;C;kelihaian
5cdf01fe45d3d811cf77243f;C;kecerdikan
5cdf01fe45d3d811cf772440;C;kecendekiaan
5cdf01fe45d3d811cf772441;C;kiat
5cdf01fe45d3d811cf772442;C;resep
5cdf01fe45d3d811cf772443;C;kapabilitas
5cdf01fe45d3d811cf772444;C;kebolehan
5cdf01fe45d3d811cf772445;C;kualifikasi
5cdf01fe45d3d811cf772446;C;ketajaman
5cdf01fe45d3d811cf772447;C;kapasitas
5cdf01fe45d3d811cf772448;C;kunci
5cdf01fe45d3d811cf772449;C;kesanggupan
5cdf01fe45d3d811cf77244a;C;potensi
5cdf01fe45d3d811cf77244b;C;tingkat
5cdf01fe45d3d811cf77244c;C;peringkat
5cdf01fe45d3d811cf77244d;C;pangkat
5cdf01fe45d3d811cf77244e;C;tahap
5cdf01fe45d3d811cf77244f;C;level
5cdf01fe45d3d811cf772450;C;tingkatan
5cdf01fe45d3d811cf772451;C;taksiran
5cdf01fe45d3d811cf772452;C;keperluan
5cdf01fe45d3d811cf772453;C;gerakan
5cdf01fe45d3d811cf772454;C;identitas
5cdf01fe45d3d811cf772455;C;keistimewaan
5cdf01fe45d3d811cf772456;C;individualitas
5cdf01fe45d3d811cf772457;C;fitur
5cdf01fe45d3d811cf772458;C;isi kepala
5cdf01fe45d3d811cf772459;C;sumsum
5cdf01fe45d3d811cf77245a;C;kredibel
5cdf01fe45d3d811cf77245b;C;kompetitif
5cdf01fe45d3d811cf77245c;C;rasional
5cdf01fe45d3d811cf77245d;C;berontak
5cdf01fe45d3d811cf77245e;C;berhadapan
5cdf01fe45d3d811cf77245f;C;melayani
5cdf01fe45d3d811cf772460;C;cegah
5cdf01fe45d3d811cf772461;C;menyalahi
5cdf01fe45d3d811cf772462;C;menyanggah
5cdf01fe45d3d811cf772463;C;basmi
5cdf01fe45d3d811cf772464;C;menghilangkan
5cdf01fe45d3d811cf772465;C;mencegah
5cdf01fe45d3d811cf772466;C;menyangkal
5cdf01fe45d3d811cf772467;C;bertanding
5cdf01fe45d3d811cf772468;C;tentang
5cdf01fe45d3d811cf772469;C;menganjurkan
5cdf01fe45d3d811cf77246a;C;mengundang
5cdf01fe45d3d811cf77246b;C;mengajak
5cdf01fe45d3d811cf77246c;C;memengaruhi
5cdf01fe45d3d811cf77246d;C;membujuk
5cdf01fe45d3d811cf77246e;C;menjemput
5cdf01fe45d3d811cf77246f;C;menyeru
5cdf01fe45d3d811cf772470;C;membawa
5cdf01fe45d3d811cf772471;C;mempersilakan
5cdf01fe45d3d811cf772472;C;membantah
5cdf01fe45d3d811cf772473;C;menangkis
5cdf01fe45d3d811cf772474;C;mendebat
5cdf01fe45d3d811cf772475;C;menampik
5cdf01fe45d3d811cf772476;C;memprotes
5cdf01fe45d3d811cf772477;C;menolak
5cdf01fe45d3d811cf772478;C;menepis
5cdf01fe45d3d811cf772479;C;menanggulangi
5cdf01fe45d3d811cf77247a;C;menjumpai
5cdf01fe45d3d811cf77247b;C;mengarah
5cdf01fe45d3d811cf77247c;C;mengisai
5cdf01fe45d3d811cf77247d;C;menjabarkan
5cdf01fe45d3d811cf77247e;C;menjelajahkan
5cdf01fe45d3d811cf77247f;C;mengungkapkan
5cdf01fe45d3d811cf772480;C;membabarkan
5cdf01fe45d3d811cf772481;C;memerinci
5cdf01fe45d3d811cf772482;C;mendeskripsikan
5cdf01fe45d3d811cf772483;C;merencanakan
5cdf01fe45d3d811cf772484;C;menekuni
5cdf01fe45d3d811cf772485;C;meriset
5cdf01fe45d3d811cf772486;C;menyidik
5cdf01fe45d3d811cf772487;C;menginvestigasi
5cdf01fe45d3d811cf772488;C;tanggal
5cdf01fe45d3d811cf772489;C;kubik
5cdf01fe45d3d811cf77248a;C;progres
5cdf01fe45d3d811cf77248b;C;pertambahan
5cdf01fe45d3d811cf77248c;C;kendaraan
5cdf01fe45d3d811cf77248d;C;eskalasi
5cdf01fe45d3d811cf77248e;C;peningkatan
5cdf01fe45d3d811cf77248f;C;penambahan
5cdf01fe45d3d811cf772490;C;substitusi
5cdf01fe45d3d811cf772491;C;pengganti
5cdf01fe45d3d811cf772492;C;seleksi
5cdf01fe45d3d811cf772493;C;prioritas
5cdf01fe45d3d811cf772494;C;unjuk kerja
5cdf01fe45d3d811cf772495;C;berhalangan
5cdf01fe45d3d811cf772496;C;dibolehkan
5cdf01fe45d3d811cf772497;C;diperkenankan
5cdf01fe45d3d811cf772498;C;diizinkan
5cdf01fe45d3d811cf772499;C;cermat-cermat
5cdf01fe45d3d811cf77249a;C;perhatikan
5cdf01fe45d3d811cf77249b;C;camkan
5cdf01fe45d3d811cf77249c;C;hemat-hemat
5cdf01fe45d3d811cf77249d;C;berkira-kira
5cdf01fe45d3d811cf77249e;C;bercadang-cadang
5cdf01fe45d3d811cf77249f;C;berpikir-pikir
5cdf01fe45d3d811cf7724a0;C;berhitung-hitung
5cdf01fe45d3d811cf7724a1;C;menimbang-nimbang
5cdf01fe45d3d811cf7724a2;C;bersiap-siap
5cdf01fe45d3d811cf7724a3;C;siap sedia
5cdf01fe45d3d811cf7724a4;D;modis
5cdf01fe45d3d811cf7724a5;D;mutakhir
5cdf01fe45d3d811cf7724a6;D;modern
5cdf01fe45d3d811cf7724a7;D;prima
5cdf01fe45d3d811cf7724a8;D;aktual
5cdf01fe45d3d811cf7724a9;D;nontradisional
5cdf01fe45d3d811cf7724aa;D;terbaru
5cdf01fe45d3d811cf7724ab;D;masa kini
5cdf01fe45d3d811cf7724ac;D;terakhir
5cdf01fe45d3d811cf7724ad;D;yunior
5cdf01fe45d3d811cf7724ae;D;ujung
5cdf01fe45d3d811cf7724af;D;bugar
5cdf01fe45d3d811cf7724b0;D;fit
5cdf01fe45d3d811cf7724b1;D;tinggal
5cdf01fe45d3d811cf7724b2;D;bangkit
5cdf01fe45d3d811cf7724b3;D;duduk
5cdf01fe45d3d811cf7724b4;D;berdiam
5cdf01fe45d3d811cf7724b5;D;mukim
5cdf01fe45d3d811cf7724b6;D;membesar
5cdf01fe45d3d811cf7724b7;D;menetap
5cdf01fe45d3d811cf7724b8;D;bermukim
5cdf01fe45d3d811cf7724b9;D;beralamat
5cdf01fe45d3d811cf7724ba;D;kesatu
5cdf01fe45d3d811cf7724bb;D;terutama
5cdf01fe45d3d811cf7724bc;D;terpenting
5cdf01fe45d3d811cf7724bd;D;mula-mula
5cdf01fe45d3d811cf7724be;D;simpatik
5cdf01fe45d3d811cf7724bf;D;meruncing
5cdf01fe45d3d811cf7724c0;D;genting
5cdf01fe45d3d811cf7724c1;D;sewaktu
5cdf01fe45d3d811cf7724c2;D;semasa
5cdf01fe45d3d811cf7724c3;D;datang
5cdf01fe45d3d811cf7724c4;D;menomorduakan
5cdf01fe45d3d811cf7724c5;D;kesudahan
5cdf01fe45d3d811cf7724c6;D;belakangan
5cdf01fe45d3d811cf7724c7;D;pagi
5cdf01fe45d3d811cf7724c8;D;induk
5cdf01fe45d3d811cf7724c9;D;permulaan
5cdf01fe45d3d811cf7724ca;D;pagi buta
5cdf01fe45d3d811cf7724cb;D;asal
5cdf01fe45d3d811cf7724cc;D;pangkal
5cdf01fe45d3d811cf7724cd;D;start
5cdf01fe45d3d811cf7724ce;D;benih
5cdf01fe45d3d811cf7724cf;D;dini
5cdf01fe45d3d811cf7724d0;D;pagi-pagi
5cdf01fe45d3d811cf7724d1;D;dahulu
5cdf01fe45d3d811cf7724d2;D;sebab
5cdf01fe45d3d811cf7724d3;D;nyata
5cdf01fe45d3d811cf7724d4;D;sebetulnya
5cdf01fe45d3d811cf7724d5;D;positif
5cdf01fe45d3d811cf7724d6;D;sebenarnya
5cdf01fe45d3d811cf7724d7;D;faktual
5cdf01fe45d3d811cf7724d8;D;sesungguhnya
5cdf01fe45d3d811cf7724d9;D;menengah
5cdf01fe45d3d811cf7724da;D;sederhana
5cdf01fe45d3d811cf7724db;D;lumayan
5cdf01fe45d3d811cf7724dc;D;sementara
5cdf01fe45d3d811cf7724dd;D;patut
5cdf01fe45d3d811cf7724de;D;selang
5cdf01fe45d3d811cf7724df;D;sementara itu
5cdf01fe45d3d811cf7724e0;D;pertengahan
5cdf01fe45d3d811cf7724e1;D;pantas
5cdf01fe45d3d811cf7724e2;D;cukup
