_id;correspond;first
5cb0f3fb9e1a9a22af0947eb;S;naif
5cb0f3fe9e1a9a22af094802;S;kebanyakan
5cb0f4039e1a9a22af094819;S;jelata
5cb0f4049e1a9a22af09481a;S;terbiasa
5cb0f4179e1a9a22af094862;C;fasih
5cb0f42a9e1a9a22af0948a3;S;harap-harap cemas
5cb0f42b9e1a9a22af0948a4;S;terkimbang-kimbang
5cb0f42c9e1a9a22af0948a5;S;gelisah
5cb0f42d9e1a9a22af0948ce;S;berganti-ganti
5cb0f42f9e1a9a22af0948e0;S;pikiran bercabang
5cb0f4319e1a9a22af0948f1;S;takut-takut berani
5cb0f4329e1a9a22af0948f2;S;syak wasangka
5cb0f4359e1a9a22af09490a;S;susah hati
5cb0f43f9e1a9a22af09496f;S;berbelah-belah
5cb0f4489e1a9a22af09497f;S;rusuh hati
5cb0f4499e1a9a22af094980;S;goyah
5cb0f44b9e1a9a22af094998;S;mendua hati
5cb0f44c9e1a9a22af094999;S;tergamak
5cb0f44f9e1a9a22af09499a;S;rusuh pikiran
5cb0f4559e1a9a22af0949c0;S;imbang-imbangan
5cb0f45a9e1a9a22af0949d5;S;limbung
5cb0f4679e1a9a22af0949ed;D;buru-buru
5cb0f4689e1a9a22af0949ee;D;seput
5cb0f4699e1a9a22af0949f1;D;lajak
5cb0f4729e1a9a22af094a06;D;banter
5cb0f4789e1a9a22af094a13;D;alegro
5cb0f47e9e1a9a22af094a25;D;mendahului
5cb0f4989e1a9a22af094a58;C;perincian
5cb0f4999e1a9a22af094a5d;C;spesifikasi
5cb0f49a9e1a9a22af094a61;C;dakaik
5cb0f49b9e1a9a22af094a62;C;serpih
5cb0f49d9e1a9a22af094a70;C;uraian
5cb0f4a19e1a9a22af094a87;C;manjur
5cb0f4a29e1a9a22af094a8d;C;mengena
5cb0f4a39e1a9a22af094a8e;C;makbul
5cb0f4a49e1a9a22af094a91;C;berdaya guna
5cb0f4a69e1a9a22af094a99;C;berkhasiat
5cb0f4a79e1a9a22af094a9f;C;mempan
5cb0f4b09e1a9a22af094acd;C;berhasil guna
5cb0f4b79e1a9a22af094ad5;C;saksi
5cb0f4b89e1a9a22af094adb;C;cena
5cb0f4b99e1a9a22af094ade;C;kebenaran
5cb0f4bb9e1a9a22af094ae9;C;gejala
5cb0f4c09e1a9a22af094b06;C;hujah
5cb0f4c29e1a9a22af094b10;C;dalil
5cb0f4cd9e1a9a22af094b43;C;bainah
5cb0f4d69e1a9a22af094b73;D;titip api
5cb0f4d89e1a9a22af094b74;D;jerambah
5cb0f4da9e1a9a22af094b78;D;peron
5cb0f4dd9e1a9a22af094b8c;D;pagina
5cb0f4e09e1a9a22af094b8e;D;taman
5cb0f5069e1a9a22af094c12;D;rakitan
5cb0f5079e1a9a22af094c16;D;mahsul
5cb0f5099e1a9a22af094c1a;D;pendapatan
5cb0f5179e1a9a22af094c69;D;pajak
5cb0f53f9e1a9a22af094d12;I;perhubungan
5cb0f5409e1a9a22af094d1f;I;jalinan
5cb0f5419e1a9a22af094d2a;I;saluran
5cb0f5439e1a9a22af094d37;I;koneksi
5cb0f5449e1a9a22af094d3b;I;asosiasi
5cb0f5479e1a9a22af094d55;I;jaringan
5cb0f5489e1a9a22af094d58;I;signifikansi
5cb0f5499e1a9a22af094d5c;I;sangkut-paut
5cb0f54b9e1a9a22af094d6f;I;hablun
5cb0f54f9e1a9a22af094d84;I;interaksi
5cb0f5519e1a9a22af094d89;I;kekerabatan
5cb0f55c9e1a9a22af094da2;I;uwungan
5cb0f5619e1a9a22af094db8;D;inisiatif
5cb0f5699e1a9a22af094dd6;D;pengertian
5cb0f56a9e1a9a22af094ddc;D;persepsi
5cb0f5739e1a9a22af094dfb;I;instingtif
5cb0f5749e1a9a22af094dff;I;otomatis
5cb0f5799e1a9a22af094e06;S;santai
5cb0f57d9e1a9a22af094e26;S;tidak resmi
5cb0f57e9e1a9a22af094e27;I;garizah
5cb0f5819e1a9a22af094e2a;I;indra keenam
5cb0f5849e1a9a22af094e2f;C;vak
5cb0f58f9e1a9a22af094e6c;I;keberuntungan
5cb0f5909e1a9a22af094e74;I;berkah
5cb0f5919e1a9a22af094e7f;I;daulat
5cb0f5929e1a9a22af094e89;I;keuntungan
5cb0f5969e1a9a22af094e8c;I;kelezatan hidup
5cb0f5979e1a9a22af094e8d;I;saadah
5cb0f5999e1a9a22af094e8e;I;kesukacitaan
5cb0f5999e1a9a22af094e8f;I;kegirangan
5cb0f59f9e1a9a22af094e99;I;gerombolan
5cb0f59f9e1a9a22af094ea2;I;faksi
5cb0f5a09e1a9a22af094ea5;I;kelompokan
5cb0f5a49e1a9a22af094ebf;I;bondong
5cb0f5a69e1a9a22af094ece;I;kompleks
5cb0f5a79e1a9a22af094ecf;I;toboh
5cb0f5ac9e1a9a22af094ed2;I;tumpak
5cb0f5b59e1a9a22af094f07;I;firkah
5cb0f5b69e1a9a22af094f08;I;gugusan
5cb0f5b89e1a9a22af094f0b;I;divisi
5cb0f5bd9e1a9a22af094f2a;I;kohor
5cb0f5bf9e1a9a22af094f2f;I;pusu
5cb0f5c09e1a9a22af094f34;I;plug
5cb0f5ca9e1a9a22af094f63;D;kelebihan
5cb0f5cb9e1a9a22af094f6b;D;gelabah
5cb0f5cd9e1a9a22af094f6e;D;fatah
5cb0f5ce9e1a9a22af094f70;D;wijaya
5cb0f5d19e1a9a22af094f79;D;falah
5cb0f5d39e1a9a22af094f80;S;religi
5cb0f5dc9e1a9a22af094fa1;S;tangan kanan
5cb0f5e09e1a9a22af094fa9;I;kesediaan
5cb0f5e59e1a9a22af094fb6;I;keikhlasan
5cb0f5e79e1a9a22af094fb8;C;kejituan
5cb0f5e89e1a9a22af094fba;C;persisi
5cb0f5ea9e1a9a22af094fbf;C;presisi
5cb0f5ec9e1a9a22af094fc2;C;efisiensi
5cb0f5f09e1a9a22af094fcd;C;kepintaran
5cb0f5f29e1a9a22af094fe0;C;seni
5cb0f5f59e1a9a22af094fe2;I;rekomendasi
5cb0f5f69e1a9a22af094fe3;I;pengarahan
5cb0f5fa9e1a9a22af094fe9;S;malar
5cb0f6009e1a9a22af095010;D;pemeriksaan
5cb0f6019e1a9a22af09501e;D;supervisi
5cb0f6039e1a9a22af095020;D;pengendalian
5cb0f6169e1a9a22af09504a;D;berpengaruh
5cb0f6179e1a9a22af095055;D;solid
5cb0f6209e1a9a22af095088;D;keras tulang
5cb0f62a9e1a9a22af095091;D;gedembal
5cb0f62c9e1a9a22af095095;D;pagan
5cb0f62f9e1a9a22af0950a2;D;kedot
5cb0f6319e1a9a22af0950a7;D;tahan lama
5cb0f6329e1a9a22af0950aa;D;mantap
5cb0f6359e1a9a22af0950ac;D;menggeliat
5cb0f63d9e1a9a22af0950bd;D;wedel
5cb0f6439e1a9a22af0950ca;D;melantas
5cb0f6449e1a9a22af0950d0;D;frontal
5cb0f6499e1a9a22af0950da;D;direk
5cb0f64c9e1a9a22af0950e0;C;akal sehat
5cb0f64d9e1a9a22af0950e1;C;ilmu mantik
5cb0f6559e1a9a22af0950e7;S;pengorbanan
5cb0f6589e1a9a22af0950ef;S;menolong
5cb0f65a9e1a9a22af0950fa;S;mengulas tangan
5cb0f65c9e1a9a22af0950fc;S;melambuk
5cb0f6629e1a9a22af095129;C;tantang
5cb0f6639e1a9a22af09512c;C;mengacum
5cb0f6679e1a9a22af09514f;C;bersumbar
5cb0f66d9e1a9a22af095178;D;menggayuk
5cb0f6719e1a9a22af095182;D;menemui
5cb0f6859e1a9a22af0951b6;S;menyejukkan
5cb0f6869e1a9a22af0951bb;S;meneduhkan
5cb0f6889e1a9a22af0951c3;S;mendamaikan
5cb0f6899e1a9a22af0951cb;S;menggemboskan
5cb0f68c9e1a9a22af0951eb;S;mengantapkan
5cb0f68f9e1a9a22af0951ec;D;menakrifkan
5cb0f6909e1a9a22af0951f1;D;menyabitkan
5cb0f6919e1a9a22af0951f4;D;mewajibkan
5cb0f6949e1a9a22af0951fc;D;mengambil keputusan
5cb0f6969e1a9a22af095201;D;menghadkan
5cb0f6979e1a9a22af095204;D;menetak
5cb0f6989e1a9a22af09520c;D;mengisbatkan
5cb0f6a79e1a9a22af095245;D;menganggap
5cb0f6ad9e1a9a22af095266;D;tawakal
5cb0f6af9e1a9a22af095267;C;menguraikan
5cb0f6b09e1a9a22af095275;C;menyigi
5cb0f6b19e1a9a22af09527d;C;mengupas
5cb0f6b59e1a9a22af095286;I;penyempurnaan
5cb0f6d29e1a9a22af0952e0;I;tuntutan
5cb0f6d59e1a9a22af0952f6;I;akreditasi
5cb0f6d69e1a9a22af0952f9;I;afirmasi
5cb0f6e69e1a9a22af095316;C;kemajuan
5cb0f6e89e1a9a22af09531a;C;kenaikan
5cb0f6e99e1a9a22af095320;C;tin-tingan
5cb0f6ea9e1a9a22af095321;C;alternatif
5cb0f6eb9e1a9a22af095327;C;elite
5cb0f6f69e1a9a22af09533d;C;performa
5cb0f7089e1a9a22af09535c;S;menahan ragam
5cb0f7099e1a9a22af09535d;S;dada lapang
5cb0f70b9e1a9a22af09535e;S;panjang usus
5cb0f70c9e1a9a22af09535f;S;toleran
5cb0f70d9e1a9a22af095366;S;panjang hati
5cb0f70f9e1a9a22af09536d;S;berpadang luas
5cb0f72d9e1a9a22af0953b3;S;muhtasyam
5cb0f7469e1a9a22af0953d9;S;mapan
5cb0f74b9e1a9a22af0953e3;S;kestabilan
5cb0f74c9e1a9a22af0953e4;S;kemantapan
5cb0f74d9e1a9a22af0953e5;S;pemantapan
5cb0f74e9e1a9a22af0953e7;S;keseimbangan
5cb0f7509e1a9a22af0953ef;I;situasi
5cb0f7519e1a9a22af0953f4;I;kursi
5cb0f7549e1a9a22af0953fc;I;gengsi
5cb0f75a9e1a9a22af095407;I;kekhilafan
5cb0f75d9e1a9a22af095412;I;kelalaian
5cb0f76f9e1a9a22af095450;D;kekasaran
5cb0f7909e1a9a22af095480;S;celangak
5cb0f7919e1a9a22af095487;S;bertelanjang
5cb0f7919e1a9a22af09548c;S;terenggang
5cb0f7929e1a9a22af09548d;S;terekspos
5cb0f7939e1a9a22af095490;S;melar
5cb0f7989e1a9a22af095497;S;longo
5cb0f7999e1a9a22af095499;S;melompong
5cb0f79d9e1a9a22af0954a0;S;belangah
5cb0f79e9e1a9a22af0954a4;S;semarai
5cb0f79f9e1a9a22af0954a7;S;ruak
5cb0f7a59e1a9a22af0954bb;S;blakblakan
5cb0f7a79e1a9a22af0954ca;S;belalak
5cb0f7b09e1a9a22af0954de;S;congeh
5cb0f7b19e1a9a22af0954df;S;terorak
5cb0f7b49e1a9a22af0954e2;D;terdiri
5cb0f7b79e1a9a22af0954f0;D;tercipta
5cb0f7bf9e1a9a22af095506;D;ukur alit
5cb0f7c99e1a9a22af09551f;D;arah tujuan
5cb0f7ca9e1a9a22af095520;D;lesan
5cb0f7cd9e1a9a22af095522;D;murad
5cb0f7d69e1a9a22af095530;D;matalamat
5cb0f7e49e1a9a22af095543;D;mata alamat
5cb0f7f89e1a9a22af095557;C;siap siaga
5cb0f7ff9e1a9a22af095564;C;menjaga diri
