_id;correspond;second
5cb0f39d9e1a9a22af09460c;I;segak
5cb0f39d9e1a9a22af09460d;I;kacak
5cb0f39d9e1a9a22af09460e;I;cekat
5cb0f39d9e1a9a22af09460f;I;bedegap
5cb0f39d9e1a9a22af094610;I;tegap
5cb0f39d9e1a9a22af094611;I;bagas
5cb0f39d9e1a9a22af094612;I;kekar
5cb0f39d9e1a9a22af094613;I;agam
5cb0f39d9e1a9a22af094614;I;anggun
5cb0f39d9e1a9a22af094615;I;cacak
5cb0f39d9e1a9a22af094616;I;elok
5cb0f39d9e1a9a22af094617;I;gagah
5cb0f3a19e1a9a22af094618;I;berarwah
5cb0f3a19e1a9a22af094619;I;berspirit
5cb0f3a19e1a9a22af09461a;I;bersuh
5cb0f3a19e1a9a22af09461b;I;beratma
5cb0f3a19e1a9a22af09461c;I;bersukma
5cb0f3a19e1a9a22af09461d;I;berambisi
5cb0f3a19e1a9a22af09461e;I;berencana
5cb0f3a19e1a9a22af09461f;I;mengajun
5cb0f3a19e1a9a22af094620;I;beraspirasi
5cb0f3a19e1a9a22af094621;I;berpretensi
5cb0f3a19e1a9a22af094622;I;terdorong
5cb0f3a19e1a9a22af094623;I;berazam
5cb0f3a19e1a9a22af094624;I;beragan
5cb0f3a19e1a9a22af094625;I;beragak-agak
5cb0f3a39e1a9a22af094626;I;repot
5cb0f3a39e1a9a22af094627;I;menggelorakan
5cb0f3a39e1a9a22af094628;I;memotivasi
5cb0f3a39e1a9a22af094629;I;mengaktifkan
5cb0f3a39e1a9a22af09462a;I;menggalakkan
5cb0f3a39e1a9a22af09462b;I;langkas
5cb0f3a39e1a9a22af09462c;I;menyulut
5cb0f3a39e1a9a22af09462d;I;menstimulasi
5cb0f3a39e1a9a22af09462e;I;menggiatkan  memacu
5cb0f3a39e1a9a22af09462f;I;ejekan
5cb0f3a39e1a9a22af094630;I;memecut
5cb0f3a39e1a9a22af094631;I;mendorong
5cb0f3a39e1a9a22af094632;I;membakar
5cb0f3a39e1a9a22af094633;I;gesit
5cb0f3a39e1a9a22af094634;I;ambekan
5cb0f3a39e1a9a22af094635;I;gigih
5cb0f3a39e1a9a22af094636;I;menyemangati
5cb0f3a39e1a9a22af094637;I;mengobarkan
5cb0f3a39e1a9a22af094638;I;cergas
5cb0f3a59e1a9a22af09463a;C;murni
5cb0f3a59e1a9a22af09463b;C;kudus
5cb0f3a59e1a9a22af09463c;C;suci
5cb0f3a69e1a9a22af09463d;C;pasti
5cb0f3a69e1a9a22af09463e;C;tersurat
5cb0f3a69e1a9a22af09463f;C;bahana
5cb0f3a69e1a9a22af094640;C;tedas
5cb0f3a69e1a9a22af094641;C;eksplisit
5cb0f3a69e1a9a22af094642;C;tentu
5cb0f3a69e1a9a22af094643;C;terbayan
5cb0f3a69e1a9a22af094644;C;gambir
5cb0f3a69e1a9a22af094645;C;jelas
5cb0f3a69e1a9a22af094646;C;curai
5cb0f3a69e1a9a22af094647;C;absah
5cb0f3a69e1a9a22af094648;C;jernih
5cb0f3a69e1a9a22af094649;C;nuriah
5cb0f3a69e1a9a22af09464a;C;basir
5cb0f3a69e1a9a22af09464b;C;cerah
5cb0f3a69e1a9a22af09464c;C;gemilang
5cb0f3a69e1a9a22af09464d;C;bersinar
5cb0f3a69e1a9a22af09464e;C;jelah
5cb0f3a69e1a9a22af09464f;C;absolut
5cb0f3a69e1a9a22af094650;C;bening
5cb0f3a79e1a9a22af094652;C;segeh
5cb0f3a79e1a9a22af094653;C;finis
5cb0f3a79e1a9a22af094654;C;langsai
5cb0f3a79e1a9a22af094655;C;impas
5cb0f3a79e1a9a22af094656;C;bagus
5cb0f3a79e1a9a22af094657;C;kelar
5cb0f3a79e1a9a22af094658;C;kemas
5cb0f3a79e1a9a22af094659;C;rampung
5cb0f3a79e1a9a22af09465a;C;normal
5cb0f3a79e1a9a22af09465b;C;tertata
5cb0f3a79e1a9a22af09465c;C;sempurna
5cb0f3a79e1a9a22af09465d;C;berakhir
5cb0f3a79e1a9a22af09465e;C;teratur
5cb0f3a79e1a9a22af09465f;C;habis
5cb0f3a79e1a9a22af094660;C;tuntas
5cb0f3a79e1a9a22af094661;C;simpan
5cb0f3a79e1a9a22af094662;C;terbayar
5cb0f3a79e1a9a22af094663;C;siap
5cb0f3a79e1a9a22af094664;C;putus
5cb0f3a79e1a9a22af094665;C;mulus
5cb0f3a79e1a9a22af094666;C;selesai
5cb0f3a89e1a9a22af094668;C;autentik
5cb0f3a89e1a9a22af094669;C;asli
5cb0f3a89e1a9a22af09466a;C;tulen
5cb0f3a99e1a9a22af09466c;C;legawa
5cb0f3a99e1a9a22af09466d;C;karena Allah
5cb0f3a99e1a9a22af09466e;C;lurus hati
5cb0f3a99e1a9a22af09466f;C;lila
5cb0f3a99e1a9a22af094670;C;amanah
5cb0f3a99e1a9a22af094671;C;sukarela
5cb0f3a99e1a9a22af094672;C;jujur
5cb0f3a99e1a9a22af094673;C;mukhlis
5cb0f3a99e1a9a22af094674;C;mustakim
5cb0f3aa9e1a9a22af094675;C;terencana
5cb0f3aa9e1a9a22af094676;C;terarah
5cb0f3aa9e1a9a22af094677;C;majelis
5cb0f3aa9e1a9a22af094678;C;selia
5cb0f3aa9e1a9a22af094679;C;necis
5cb0f3ab9e1a9a22af09467b;C;ceria
5cb0f3ab9e1a9a22af09467c;C;kebal
5cb0f3ab9e1a9a22af09467d;C;buram
5cb0f3ab9e1a9a22af09467e;C;imun
5cb0f3ac9e1a9a22af09467f;C;girang
5cb0f3ac9e1a9a22af094680;C;riang
5cb0f3ac9e1a9a22af094681;C;berseri
5cb0f3ac9e1a9a22af094682;C;bercahaya
5cb0f3ac9e1a9a22af094683;C;nirmala
5cb0f3ac9e1a9a22af094684;C;sumringah
5cb0f3ac9e1a9a22af094685;C;zakiah
5cb0f3ac9e1a9a22af094686;C;ciri
5cb0f3ac9e1a9a22af094687;C;senang
5cb0f3ad9e1a9a22af094689;C;nyaring
5cb0f3509e1a9a22af094404;C;sistematis
5cb0f3509e1a9a22af094405;C;mendalam
5cb0f3529e1a9a22af094406;C;tertib
5cb0f3529e1a9a22af094407;C;bersistem
5cb0f3529e1a9a22af094408;C;terorganisasi
5cb0f3529e1a9a22af094409;C;skematis
5cb0f3549e1a9a22af09440b;C;galak
5cb0f3549e1a9a22af09440c;C;drastis
5cb0f3549e1a9a22af09440d;C;intens
5cb0f3549e1a9a22af09440e;C;lancip
5cb0f3549e1a9a22af09440f;C;genital
5cb0f3549e1a9a22af094410;C;inteligen
5cb0f3549e1a9a22af094411;C;runcing
5cb0f3549e1a9a22af094412;C;cerdas
5cb0f3549e1a9a22af094413;C;menyembilu
5cb0f3549e1a9a22af094414;C;cendekia
5cb0f3549e1a9a22af094415;C;ceronggah
5cb0f3549e1a9a22af094416;C;lihai
5cb0f3549e1a9a22af094417;C;sengit
5cb0f3549e1a9a22af094418;C;calak
5cb0f3549e1a9a22af094419;C;brilian
5cb0f3549e1a9a22af09441a;C;bersanding
5cb0f3549e1a9a22af09441b;C;cempala mulut
5cb0f3549e1a9a22af09441c;C;intelek
5cb0f3549e1a9a22af09441d;C;garang
5cb0f3549e1a9a22af09441e;C;cemerlang
5cb0f3549e1a9a22af09441f;C;terang akal
5cb0f3549e1a9a22af094420;C;cencala
5cb0f3549e1a9a22af094421;C;menyengat
5cb0f3549e1a9a22af094422;C;nyelekit
5cb0f3549e1a9a22af094423;C;pedas
5cb0f3549e1a9a22af094424;C;rancap
5cb0f3549e1a9a22af094425;C;berbisa
5cb0f3549e1a9a22af094426;C;kontras
5cb0f3549e1a9a22af094427;C;ketus
5cb0f3549e1a9a22af094428;C;menduri
5cb0f3549e1a9a22af094429;C;encer
5cb0f3549e1a9a22af09442a;C;lancang mulut
5cb0f3579e1a9a22af09442c;C;penelitian
5cb0f3579e1a9a22af09442d;C;pengusutan
5cb0f3579e1a9a22af09442e;C;penyigian
5cb0f3579e1a9a22af09442f;C;penyidikan
5cb0f3579e1a9a22af094430;C;pendalaman
5cb0f3579e1a9a22af094431;C;interogasi
5cb0f3579e1a9a22af094432;C;eksplorasi
5cb0f3579e1a9a22af094433;C;penggalian
5cb0f3579e1a9a22af094434;C;penyelidikan
5cb0f3589e1a9a22af094435;C;bermutu
5cb0f3589e1a9a22af094436;C;bermakna
5cb0f3589e1a9a22af094437;C;berisi
5cb0f3589e1a9a22af094438;C;sungguh-sungguh
5cb0f3589e1a9a22af094439;C;jeluk
5cb0f3589e1a9a22af09443a;C;batin hati
5cb0f3589e1a9a22af09443b;C;bernas
5cb0f3589e1a9a22af09443c;C;intern
5cb0f3589e1a9a22af09443d;C;internal
5cb0f3589e1a9a22af09443e;C;berkualitas
5cb0f3589e1a9a22af09443f;C;paham
5cb0f3589e1a9a22af094440;C;berarti maksud
5cb0f3589e1a9a22af094441;C;serius
5cb0f3589e1a9a22af094442;C;lanjut
5cb0f3589e1a9a22af094443;C;lombong
5cb0f3589e1a9a22af094444;C;lubuk pinggan
5cb0f3589e1a9a22af094445;C;berbobot
5cb0f3599e1a9a22af094446;C;merasuk
5cb0f3599e1a9a22af094447;C;intim
5cb0f3599e1a9a22af094448;C;terperinci
5cb0f3599e1a9a22af094449;C;berakar
5cb0f3599e1a9a22af09444a;C;matang
5cb0f3599e1a9a22af09444b;C;akrab
5cb0f3599e1a9a22af09444c;C;intensif
5cb0f3599e1a9a22af09444d;C;dekat
5cb0f3599e1a9a22af09444e;C;benar-benar
5cb0f3599e1a9a22af09444f;C;saksama
5cb0f3599e1a9a22af094450;C;berurat berakar
5cb0f35a9e1a9a22af094451;C;valid
5cb0f35a9e1a9a22af094452;C;ketemu akal
5cb0f35a9e1a9a22af094453;C;mantiki
5cb0f35a9e1a9a22af094454;C;makul
5cb0f35a9e1a9a22af094455;C;masuk akal
5cb0f35b9e1a9a22af094457;C;lembut
5cb0f35b9e1a9a22af094458;C;licin
5cb0f35b9e1a9a22af094459;C;lumat
5cb0f35b9e1a9a22af09445a;C;halus
5cb0f35b9e1a9a22af09445b;C;cerdik
5cb0f35b9e1a9a22af09445c;C;lancung
5cb0f35b9e1a9a22af09445d;C;dakik
5cb0f35c9e1a9a22af09445f;C;terjalin
5cb0f35c9e1a9a22af094460;C;apik
5cb0f35c9e1a9a22af094461;C;berpola
5cb0f35c9e1a9a22af094462;C;teragendakan
5cb0f35c9e1a9a22af094463;C;bersusun
5cb0f35c9e1a9a22af094464;C;terjadwal
5cb0f35c9e1a9a22af094465;C;terancang
5cb0f35c9e1a9a22af094466;C;beraturan
5cb0f35d9e1a9a22af094468;I;berapi-api
5cb0f35d9e1a9a22af094469;I;berkobar-kobar
5cb0f35f9e1a9a22af09446c;I;menyala-nyala
5cb0f35f9e1a9a22af09446d;I;bergelora
5cb0f35f9e1a9a22af09446e;I;aktif
5cb0f3609e1a9a22af09446f;I;gelegak
5cb0f3609e1a9a22af094470;I;berjiwa
5cb0f3609e1a9a22af094471;I;gentur
5cb0f3609e1a9a22af094472;I;berwatak
5cb0f3609e1a9a22af094473;I;dinamis
5cb0f3609e1a9a22af094474;I;energik
5cb0f3609e1a9a22af094475;I;berkegiatan
5cb0f3609e1a9a22af094476;I;berkehendak
5cb0f3609e1a9a22af094477;I;getol
5cb0f3609e1a9a22af094478;I;bergairah
5cb0f3609e1a9a22af094479;I;bernafsu
5cb0f3609e1a9a22af09447a;I;bersifat
5cb0f3609e1a9a22af09447b;I;cegak
5cb0f3609e1a9a22af09447c;I;bernyawa
5cb0f3609e1a9a22af09447d;I;berhasrat
5cb0f3619e1a9a22af09447e;I;berselera
5cb0f3619e1a9a22af09447f;I;agresif
5cb0f3629e1a9a22af094481;I;menggelogok
5cb0f3629e1a9a22af094482;I;bergolak
5cb0f3629e1a9a22af094483;I;bergejolak
5cb0f3629e1a9a22af094484;I;didih
5cb0f3629e1a9a22af094485;I;jobak
5cb0f3629e1a9a22af094486;I;mendidih
5cb0f3629e1a9a22af094487;I;bergelegak
5cb0f3639e1a9a22af094488;I;berkobarkobar
5cb0f3639e1a9a22af094489;I;bernyala-nyala
5cb0f3639e1a9a22af09448a;I;meluap-luap
5cb0f3639e1a9a22af09448b;I;berjobak
5cb0f3639e1a9a22af09448c;I;membaca
5cb0f3639e1a9a22af09448d;I;melimpah
5cb0f3639e1a9a22af09448e;I;menggebu-gebu
5cb0f3639e1a9a22af09448f;I;membual
5cb0f3639e1a9a22af094490;I;membuih
5cb0f3649e1a9a22af094491;I;meletus
5cb0f3649e1a9a22af094492;I;timbul
5cb0f3659e1a9a22af094493;I;perkasa
5cb0f3669e1a9a22af094494;I;berproses
5cb0f3669e1a9a22af094495;I;beraksi
5cb0f3669e1a9a22af094496;I;berlaku
5cb0f3669e1a9a22af094497;I;bekerja
5cb0f3669e1a9a22af094498;I;beroperasi
5cb0f3669e1a9a22af094499;I;berperan
5cb0f3669e1a9a22af09449a;I;bergerak
5cb0f3669e1a9a22af09449b;I;berfungsi
5cb0f3669e1a9a22af09449c;I;ringan tangan
5cb0f3669e1a9a22af09449d;I;ramai
5cb0f3669e1a9a22af09449e;I;berlangsung
5cb0f3669e1a9a22af09449f;I;berjalan
5cb0f3669e1a9a22af0944a0;I;berdenyut
5cb0f3669e1a9a22af0944a1;I;sibuk
5cb0f3669e1a9a22af0944a2;I;tangkas
5cb0f3679e1a9a22af0944a3;I;rajin
5cb0f3679e1a9a22af0944a4;I;rancak
5cb0f3679e1a9a22af0944a5;I;bersungguh-sungguh
5cb0f3679e1a9a22af0944a6;I;main
5cb0f3679e1a9a22af0944a7;I;alun-alun
5cb0f3679e1a9a22af0944a8;I;menggelora
5cb0f3679e1a9a22af0944a9;I;beramuk
5cb0f3689e1a9a22af0944ab;I;melembai
5cb0f3689e1a9a22af0944ac;I;menjalar
5cb0f3689e1a9a22af0944ad;I;berkantaran
5cb0f36a9e1a9a22af0944af;I;arwah
5cb0f36b9e1a9a22af0944b0;I;hawa nafsu
5cb0f36b9e1a9a22af0944b1;I;pawaka
5cb0f36b9e1a9a22af0944b2;I;cahaya
5cb0f36b9e1a9a22af0944b3;I;kebakaran
5cb0f36b9e1a9a22af0944b4;I;obor
5cb0f36b9e1a9a22af0944b5;I;roh
5cb0f36b9e1a9a22af0944b6;I;suluh
5cb0f36b9e1a9a22af0944b7;I;dorongan
5cb0f36b9e1a9a22af0944b8;I;vitalitas
5cb0f36b9e1a9a22af0944b9;I;jago merah
5cb0f36b9e1a9a22af0944ba;I;sinar
5cb0f36b9e1a9a22af0944bb;I;spirit
5cb0f36b9e1a9a22af0944bc;I;elektrik
5cb0f36d9e1a9a22af0944bd;I;minat
5cb0f36d9e1a9a22af0944be;I;aspirasi
5cb0f36d9e1a9a22af0944bf;I;dinamika
5cb0f36d9e1a9a22af0944c0;I;daya hidup
5cb0f36d9e1a9a22af0944c1;I;ambisi
5cb0f36e9e1a9a22af0944c2;I;viabilitas
5cb0f3709e1a9a22af0944c4;D;mengetren
5cb0f3709e1a9a22af0944c5;D;modis
5cb0f3709e1a9a22af0944c6;D;mutakhir
5cb0f3709e1a9a22af0944c7;D;modern
5cb0f3709e1a9a22af0944c9;D;plonco
5cb0f3709e1a9a22af0944ca;D;remaja
5cb0f3709e1a9a22af0944cb;D;ingusan
5cb0f3709e1a9a22af0944cc;D;muda
5cb0f3709e1a9a22af0944cd;D;lugu
5cb0f3709e1a9a22af0944ce;D;polos
5cb0f3709e1a9a22af0944cf;D;bau kencur
5cb0f3719e1a9a22af0944d1;D;bendahara
5cb0f3719e1a9a22af0944d2;D;prima
5cb0f3729e1a9a22af0944d4;D;pula
5cb0f3729e1a9a22af0944d5;D;sedang
5cb0f3729e1a9a22af0944d6;D;masih
5cb0f3729e1a9a22af0944d7;D;juga
5cb0f3729e1a9a22af0944d8;D;serta
5cb0f3729e1a9a22af0944d9;D;kembali
5cb0f3739e1a9a22af0944db;D;aktual
5cb0f3749e1a9a22af0944dc;D;nontradisional
5cb0f3749e1a9a22af0944dd;D;bertamadun
5cb0f3749e1a9a22af0944de;D;atom
5cb0f3749e1a9a22af0944df;D;terbaru
5cb0f3749e1a9a22af0944e0;D;muasir
5cb0f3759e1a9a22af0944e1;D;kontemporer
5cb0f3759e1a9a22af0944e2;D;masa kini
5cb0f3759e1a9a22af0944e3;D;terakhir
5cb0f3769e1a9a22af0944e5;D;yunior
5cb0f3769e1a9a22af0944e6;D;anom
5cb0f3769e1a9a22af0944e7;D;belia
5cb0f3769e1a9a22af0944e8;D;anak bawang
5cb0f3779e1a9a22af0944e9;D;anak bungsu
5cb0f3779e1a9a22af0944ea;D;corot
5cb0f3779e1a9a22af0944eb;D;pungkasan
5cb0f3779e1a9a22af0944ec;D;buncit
5cb0f3779e1a9a22af0944ed;D;buntut
5cb0f3779e1a9a22af0944ee;D;ujung
5cb0f3779e1a9a22af0944ef;D;bontot
5cb0f3779e1a9a22af0944f1;D;cegar
5cb0f3779e1a9a22af0944f2;D;afiat
5cb0f3779e1a9a22af0944f3;D;semringah
5cb0f3779e1a9a22af0944f4;D;kedai susu
5cb0f3779e1a9a22af0944f5;D;nyaman
5cb0f3779e1a9a22af0944f6;D;bugar
5cb0f3779e1a9a22af0944f7;D;berangin
5cb0f3779e1a9a22af0944f8;D;fit
5cb0f3789e1a9a22af0944f9;D;enak
5cb0f3799e1a9a22af0944fa;D;tinggal
5cb0f3799e1a9a22af0944fb;D;bangkit
5cb0f3799e1a9a22af0944fc;D;marak
5cb0f3799e1a9a22af0944fd;D;hayat
5cb0f3799e1a9a22af0944fe;D;bernapas
5cb0f3799e1a9a22af0944ff;D;duduk
5cb0f3799e1a9a22af094500;D;berdiam
5cb0f3799e1a9a22af094501;D;mukim
5cb0f3799e1a9a22af094502;D;urip
5cb0f3799e1a9a22af094503;D;membesar
5cb0f3799e1a9a22af094504;D;menetap
5cb0f3799e1a9a22af094505;D;bermukim
5cb0f3799e1a9a22af094506;D;beralamat
5cb0f3799e1a9a22af094507;D;umur
5cb0f3799e1a9a22af094508;D;meriah
5cb0f3799e1a9a22af094509;D;menggembirakan
5cb0f37b9e1a9a22af09450c;D;kesatu
5cb0f37b9e1a9a22af09450d;D;terutama
5cb0f37b9e1a9a22af09450f;D;terpenting
5cb0f37b9e1a9a22af094510;D;mula-mula
5cb0f37b9e1a9a22af094511;D;mesra
5cb0f37b9e1a9a22af094512;D;bersahabat
5cb0f37b9e1a9a22af094513;D;tegang
5cb0f37b9e1a9a22af094514;D;karib
5cb0f37b9e1a9a22af094515;D;suam-suam kuku
5cb0f37b9e1a9a22af094516;D;hebat
5cb0f37b9e1a9a22af094517;D;manis
5cb0f37b9e1a9a22af094518;D;simpatik
5cb0f37b9e1a9a22af094519;D;panas kuku
5cb0f37b9e1a9a22af09451a;D;meruncing
5cb0f37b9e1a9a22af09451b;D;kekeluargaan
5cb0f37b9e1a9a22af09451c;D;demam
5cb0f37b9e1a9a22af09451d;D;familiar
5cb0f37b9e1a9a22af09451e;D;genting
5cb0f37b9e1a9a22af09451f;D;pesam
5cb0f37b9e1a9a22af094520;D;baik
5cb0f37c9e1a9a22af094521;D;sewaktu
5cb0f37c9e1a9a22af094522;D;semasa
5cb0f37c9e1a9a22af094523;D;kiwari
5cb0f37d9e1a9a22af094525;D;kemudian
5cb0f37d9e1a9a22af094526;D;lalu
5cb0f37d9e1a9a22af094527;D;lanjar
5cb0f37e9e1a9a22af094529;D;datang
5cb0f37e9e1a9a22af09452a;D;menomorduakan
5cb0f37e9e1a9a22af09452b;D;kelak
5cb0f37e9e1a9a22af09452c;D;kesudahan
5cb0f37e9e1a9a22af09452d;D;kudian
5cb0f37e9e1a9a22af09452e;D;belakangan
5cb0f37e9e1a9a22af09452f;D;kalakian
5cb0f37f9e1a9a22af094531;D;pagi
5cb0f37f9e1a9a22af094532;D;induk
5cb0f37f9e1a9a22af094533;D;permulaan
5cb0f37f9e1a9a22af094534;D;pagi buta
5cb0f37f9e1a9a22af094535;D;asal
5cb0f37f9e1a9a22af094536;D;pangkal
5cb0f37f9e1a9a22af094537;D;pembukaan
5cb0f37f9e1a9a22af094538;D;introduksi
5cb0f37f9e1a9a22af094539;D;start
5cb0f37f9e1a9a22af09453a;D;prolog
5cb0f37f9e1a9a22af09453b;D;depan
5cb0f37f9e1a9a22af09453c;D;benih
5cb0f37f9e1a9a22af09453d;D;pokok
5cb0f37f9e1a9a22af09453e;D;dini
5cb0f37f9e1a9a22af09453f;D;pagi-pagi
5cb0f37f9e1a9a22af094540;D;kausa
5cb0f37f9e1a9a22af094541;D;dahulu
5cb0f37f9e1a9a22af094542;D;sebab
5cb0f37f9e1a9a22af094543;D;prelude
5cb0f37f9e1a9a22af094544;D;bibit
5cb0f3809e1a9a22af094545;D;maujud
5cb0f3809e1a9a22af094546;D;nyata
5cb0f3809e1a9a22af094547;D;konkret
5cb0f3809e1a9a22af094548;D;sebetulnya
5cb0f3809e1a9a22af094549;D;positif
5cb0f3809e1a9a22af09454a;D;sebenarnya
5cb0f3809e1a9a22af09454b;D;kasatmata
5cb0f3809e1a9a22af09454c;D;faktual
5cb0f3809e1a9a22af09454d;D;sesungguhnya
5cb0f3819e1a9a22af09454f;D;menengah
5cb0f3819e1a9a22af094550;D;sederhana
5cb0f3819e1a9a22af094551;D;gahari
5cb0f3819e1a9a22af094552;D;lumayan
5cb0f3819e1a9a22af094553;D;semenjana
5cb0f3819e1a9a22af094554;D;sementara
5cb0f3819e1a9a22af094555;D;midi
5cb0f3819e1a9a22af094556;D;median
5cb0f3819e1a9a22af094557;D;patut
5cb0f3819e1a9a22af094559;D;mejana
5cb0f3829e1a9a22af09455a;D;selang
5cb0f3829e1a9a22af09455b;D;sedangkan
5cb0f3829e1a9a22af09455c;D;sementara itu
5cb0f3829e1a9a22af09455d;D;pertengahan
5cb0f3829e1a9a22af09455e;D;ugahari
5cb0f3829e1a9a22af09455f;D;pantas
5cb0f3829e1a9a22af094560;D;cukup
5cb0f3829e1a9a22af094561;D;alang
5cb0f3849e1a9a22af094564;D;kaki gunung
5cb0f3849e1a9a22af094565;D;lembang
5cb0f3849e1a9a22af094566;D;sawah
5cb0f3849e1a9a22af094567;D;ngarai
5cb0f3849e1a9a22af094568;D;kaki bukit
5cb0f3849e1a9a22af094569;D;dataran rendah
5cb0f3849e1a9a22af09456a;D;lembah
5cb0f3849e1a9a22af09456b;D;lurah
5cb0f3849e1a9a22af09456d;D;turun
5cb0f3849e1a9a22af09456e;D;menurun
5cb0f3859e1a9a22af094570;D;sisi belakang
5cb0f3859e1a9a22af094571;D;mudik
5cb0f3859e1a9a22af094572;D;pulih
5cb0f3859e1a9a22af094573;D;ulang
5cb0f3859e1a9a22af094574;D;rujuk
5cb0f3859e1a9a22af094575;D;pulang
5cb0f3859e1a9a22af094576;D;putar
5cb0f3869e1a9a22af094578;D;ringkas
5cb0f3869e1a9a22af094579;D;katak
5cb0f3869e1a9a22af09457a;D;bumpet
5cb0f3869e1a9a22af09457b;D;sontok
5cb0f3869e1a9a22af09457c;D;sumir
5cb0f3869e1a9a22af09457d;D;pandak
5cb0f3879e1a9a22af09457f;D;mepet
5cb0f3879e1a9a22af094580;D;mikro
5cb0f3879e1a9a22af094581;D;rawit
5cb0f3879e1a9a22af094582;D;sedikit
5cb0f3879e1a9a22af094583;D;kecik
5cb0f3879e1a9a22af094584;D;mini
5cb0f3879e1a9a22af094585;D;daif
5cb0f3879e1a9a22af094586;D;boncel
5cb0f3879e1a9a22af094587;D;renik
5cb0f3879e1a9a22af094588;D;kicik
5cb0f3879e1a9a22af094589;D;sekepal
5cb0f3879e1a9a22af09458a;D;cuai
5cb0f3879e1a9a22af09458b;D;remeh
5cb0f3879e1a9a22af09458c;D;cekak
5cb0f3879e1a9a22af09458d;D;gradual
5cb0f3879e1a9a22af09458e;D;sipil
5cb0f3879e1a9a22af09458f;D;culun
5cb0f3879e1a9a22af094590;D;cilik
5cb0f3879e1a9a22af094591;D;ketek
5cb0f3879e1a9a22af094593;D;kecit
5cb0f3879e1a9a22af094594;D;minor
5cb0f38b9e1a9a22af094597;D;cendala
5cb0f38b9e1a9a22af094598;D;murahan
5cb0f38b9e1a9a22af094599;D;asfal
5cb0f38b9e1a9a22af09459a;D;hina
5cb0f38b9e1a9a22af09459b;D;lirih
5cb0f38b9e1a9a22af09459c;D;cacat
5cb0f38b9e1a9a22af09459d;D;inferior
5cb0f38b9e1a9a22af09459e;D;candala
5cb0f38b9e1a9a22af09459f;D;riuh
5cb0f38b9e1a9a22af0945a0;D;cabul
5cb0f38b9e1a9a22af0945a1;D;buruk
5cb0f38b9e1a9a22af0945a2;D;lemah
5cb0f38b9e1a9a22af0945a3;D;marhaen
5cb0f38b9e1a9a22af0945a4;D;tercela
5cb0f38b9e1a9a22af0945a5;D;perlahan-lahan
5cb0f38b9e1a9a22af0945a6;D;nista
5cb0f38b9e1a9a22af0945a7;D;gemuruh
5cb0f38b9e1a9a22af0945a8;D;aib
5cb0f38b9e1a9a22af0945a9;D;pelan
5cb0f38b9e1a9a22af0945ab;D;teras
5cb0f38b9e1a9a22af0945ac;D;punca
5cb0f38b9e1a9a22af0945ad;D;tumpuan
5cb0f38b9e1a9a22af0945ae;D;usul
5cb0f38b9e1a9a22af0945af;D;panduan
5cb0f38b9e1a9a22af0945b0;D;alas
5cb0f38b9e1a9a22af0945b1;D;tapak
5cb0f38b9e1a9a22af0945b2;D;basis
5cb0f38b9e1a9a22af0945b3;D;pembawaan
5cb0f38b9e1a9a22af0945b4;D;asas
5cb0f38b9e1a9a22af0945b5;D;marga
5cb0f38b9e1a9a22af0945b6;D;sudut
5cb0f38b9e1a9a22af0945b7;D;geladak
